"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
32.47,85,19,63,86,31,94,10.97,3,15,39,50,100,83,29,100,"8"
55,99,55,68,77,26,38,10.46,12.38,13,20,56,49,92,100,100,"5"
27,100,100,93,78,62,53,31,28,10.61,11.7,13,3,33,92,35,"7"
27,81,43,100,86,84,52,60,84,43,100,16,54,4.49,13.65,1,"3"
34,98,58,68,75,100,10,96,67,67,100,36,50,18.27,20.56,22,"9"
12,66,51,92,100,100,74,70,36,42,15.25,15,35,6.18,100,9,"2"
16.71,38,31,57,66,79,100,100,76,76,53,51,40,26,44,26.91,"1"
28.61,66,47,100,81,98,79,50,85,13.93,27,7.78,23,8,100,8.69,"1"
54,92,90,100,100,95,63,89,33,66,52,33,32,2,32.17,6.47,"5"
25.03,76,49,100,100,82,58,41,28,11.21,82,15,28,51,34,88,"8"
7,84,45,100,79,83,53,66,100,52,93,19,50,4.03,15.58,5,"3"
43,77,53,100,95,94,68,67,80,53,100,29,57,7,15.78,10.39,"3"
11.21,64,16,100,57,94,37,53,12.2,22,5,18,52,8,100,13.3,"2"
54,85,94,100,96,61,79,22,84,25.14,100,32,53,52,31.18,58,"8"
100,100,100,96,79,80,50,64,36,48,14,31,26.88,16,7,18.38,"1"
32,90,65,100,100,90,75,71,59,50,68,27,39,10,20.31,15.35,"3"
41,100,20,80,7.17,57,39,42,100,55,98,45,72,23,57,33.05,"4"
36,96,23,54,42,5,86,6.65,100,49,76,95,31,100,14.44,62,"0"
100,100,59,83,24,57,4.41,29,12,1,73,4.71,62,26,7,43,"6"
55,95,17.05,73,5,37,90,36,100,75,84,100,76,50,65,39.9,"4"
72,100,100,91,72,76,56,60,39,45,22,30,26.56,15,55.08,19.07,"1"
35,100,20.05,80,45,41,96,3,44,8.98,34,38,100,67,78,93,"8"
69,79,48,57,69,19,28.1,11.65,30,34,93,63,100,100,37,76,"8"
27,95,1,56,41,32,16,11.91,9.85,24,12,75,55,93,100,100,"5"
27.47,87,35,100,71,87,61,53,33,28,21,3,60,2.7,100,3.07,"2"
32,100,9,63,4.98,21,30,7.94,70,14,100,43,87,79,47,90,"0"
27.1,76,30,100,82,97,100,71,80,44,47,20,40,3.66,98,4.47,"2"
80,89,54,100,40,68,81,78,100,46,92,10,46,5.42,30.27,6,"9"
20,85,27,50,94,51,87,3,27,5.96,10.69,53,32,89,100,100,"5"
100,100,52,79,18,54,4.55,25,28,4.38,85,9,66,34,3,39,"6"
5,84,40,100,79,82,26,62,56,46,100,22,65,3.35,15.76,8,"3"
43,82,60,100,100,91,74,68,60,50,77,26,41,10,18.58,16.17,"3"
1,92,10.33,49,26,7.05,80,1,100,51,74,100,24,83,27,29,"0"
25,100,8.6,75,9,50,77,49,100,72,77,53,67,26,65,32.25,"4"
31,92,5.58,52,18,5.25,69,6,100,53,72,100,21,100,4,49,"0"
53,100,27,90,6,55,4.36,20,46,5.62,100,16,53,34,6,19,"6"
4,54,55,75,97,98,100,100,69,75,40,50,13,25,17.4,24.6,"1"
30,100,11,73,9.02,44,75,44,100,63,97,61,84,30,79,30.93,"4"
40,100,6,66,6.76,11,41,6.43,81,19,100,65,60,87,19,77,"0"
57,72,100,93,47,100,27.48,78,52,71,94,57,69,28,39,23.43,"9"
100,100,22,97,23,62,94,33,69,12.75,17.9,18,25,59,78,95,"8"
89,100,43,93,3,58,10.59,15,57,2,100,29,43,35,24,11.51,"6"
30.85,89,14,72,35,59,53,12,14,16.74,11,64,42,97,100,100,"5"
8,83,32,100,54,73,32,43,7.88,21,18,6,59,4,100,5.31,"2"
19,100,36,96,34,58,13,28,12.21,12,34,5,67,5.09,100,4,"2"
40,83,71,100,99,79,66,54,84,44,100,18,56,4.2,14.39,3,"3"
23.68,58,39,38,56,5,27,12.21,6,35,18,64,59,83,100,100,"5"
22,93,21.14,70,69,37,100,12.15,15,20,51,60,77,94,42,100,"8"
20,84,58,100,59,74,53,53,100,42,98,15,53,4.53,15.25,1,"3"
1,72,39,100,90,92,50,64,52,53,100,35,60,8,12.18,12.02,"3"
15,80,7.99,32,35,3.82,80,14,100,61,71,100,24,86,13,40,"0"
52,100,33,80,11.3,57,32,42,82,43,100,50,69,26,43,32.7,"4"
9,100,4,81,6.4,54,35,39,84,46,100,52,80,26,77,32.84,"4"
33,90,66,100,66,71,63,64,100,44,78,14,27,10.18,22.73,24,"3"
32,89,7.2,68,16,24,57,5.56,97,27,100,72,61,99,10,100,"0"
40,100,13,69,6.34,30,22,9.27,73,19,100,53,92,91,39,95,"0"
16,78,66,100,100,75,46,39,19.85,8.36,66,4,24,45,23,85,"8"
13,100,11,83,5.3,59,28,40,92,46,96,48,91,23,100,33.84,"4"
46,85,36,68,84,79,42,100,79,65,100,23,53,4.42,21.42,8,"9"
9,78,48,100,100,94,78,63,85,36,73,6,19,9.36,25.5,29,"3"
40,64,67,82,100,100,81,80,60,60,38,40,15,20,36.71,22.47,"1"
9,86,48,100,68,76,59,46,33,21,9.91,6.2,49,3,100,6,"2"
2,100,12,84,5.14,57,29,37,82,48,100,52,76,27,62,31.84,"4"
26,88,61,100,100,94,88,67,97,40,78,17,40,6,24.71,9.02,"3"
41,71,32,40,100,76,34,100,36,57,89,68,70,4,31.37,10.77,"9"
57,100,33,94,8,59,3,22,48,5.42,100,15,57,32,9.31,19,"6"
22,67,56,87,100,100,72,80,44,60,17,40,17.9566666666667,19,22,19.97,"1"
65,100,45,90,14,57,8.39,23,43,6.05,100,16,80,45,35,27,"6"
72,100,43,74,19,48,4,20,36,5.52,100,16,58,28,7.27,10,"6"
35,100,32,97,13.72,73,4,46,51,42,100,48,88,29,72,31.19,"4"
19.63,44,36,58,70,79,100,100,82,74,69,47,59,20,54,22.31,"1"
100,92,62,100,44,70,84,79,79,75,72,33,45,5.78,26.05,7.14,"9"
39,94,74,100,62,74,66,67,100,45,85,16,36,7.29,21.23,12,"3"
25,81,35,52,74,23,28,11.87,12,35,10.22,71,25,96,100,100,"5"
17,73,35,43,37,10,8.62,7.94,7,36,18,70,58,87,100,100,"5"
63,100,23,77,5.93,39,3,6.15,61,7,100,38,99,78,46,96,"0"
18,100,8,53,24,5,69,5.67,100,39,91,87,45,98,14.16,79,"0"
7,66,74,94,100,100,89,58,83,16,15,5.2,22.52,3,94,4,"1"
63,100,17,67,12.06,29,58,24,100,35,86,88,82,53,78,44.53,"4"
18,56,40,72,79,90,100,100,86,74,70,49,55,23,45,21.92,"1"
20,100,7,78,6.73,44,32,24,89,29,100,55,76,31,55,33.63,"4"
5,65,2,25,41,3.21,89,11,100,54,70,92,23,100,9.92,64,"0"
3,97,90,100,100,71,75,38,61,4,31,4.13,16.51,26,90,28,"7"
19,100,13.27,71,10,43,53,34,93,43,100,55,80,27,59,32.22,"4"
23.32,67,53,82,100,100,86,84,75,63,67,42,63,21,55,21.96,"1"
33,87,49,100,94,83,49,64,73,47,100,20,60,4.22,16.93,3,"3"
100,92,50,75,32.42,77,38,100,90,95,88,60,54,31,34,20.63,"9"
14,76,43,100,72,79,46,45,12,15,5.13,7.95,50,4,100,7,"2"
11,71,16,100,53,79,44,41,9,14,4.9,6,50,3,100,5.86,"2"
20.69,94,28,100,65,100,100,97,79,75,61,51,50,26,48,34.4,"7"
13,100,59,98,64,58,37,21,15,13.44,6.21,41,49,49,100,55,"7"
14,88,62,100,97,86,70,62,34,42,11.76,20,45,6,100,6.99,"2"
23,72,9.1,35,16,3.74,69,8,100,40,93,78,49,100,14,75,"0"
75,72,25,76,12.96,37,16,9.53,70,23,100,61,88,100,31,83,"0"
31,81,54,46,51,6,7,7.81,6.81,42,13,84,55,96,100,100,"5"
14,83,51,100,100,84,54,50,16,15,16.91,19.09,11,34,92,38,"7"
100,80,60,71,45,94,88,100,88,70,67,42,34,18,27.28,16.45,"9"
19.94,51,56,74,100,100,85,91,75,63,75,36,80,8,85,16.1,"1"
100,100,53,92,20,64,11,29,38,3.49,85,8,55,32,19.39,29,"6"
54,88,24,76,66,51,47,2,14.11,6.51,18,48,50,92,100,100,"5"
56,100,20,79,7.89,45,29,18,74,27,100,61,76,35,60,38,"4"
5,100,31,93,15.05,63,52,50,100,72,62,61,31,31,1,36.09,"4"
16.07,84,30,100,36,75,28,52,89,52,100,27,64,6,6,8.46,"3"
25,85,48,100,100,97,92,76,65,57,70,33,44,13,22.65,17.89,"3"
21.34,55,37,83,64,100,54,66,49,32,33,7.54,22,6,100,8,"1"
15.57,100,57,95,62,63,46,31,25,12.42,4,22,39,43,100,43,"7"
25,77,3,60,11,13.4,71,4,100,57,56,100,2,66,11.75,11,"0"
100,97,57,100,26,87,21,51,63,45,75,12,37,4.21,22.05,3,"5"
29,66,53,100,92,91,81,52,50,18,19.83,7.44,42,6,100,6,"2"
55,65,100,87,61,100,53,66,71,29,40,20.24,37.21,21,39,47,"8"
27,100,43,66,67,31,45,13.26,13.16,27,47,59,100,91,20,97,"8"
27,86,70,100,77,77,50,53,96,40,100,19,52,6,15.97,8.56,"3"
100,87,37,100,30.92,74,90,82,90,92,67,61,43,30,49,19.42,"9"
100,66,74,100,24,88,43,63,94,77,89,36,52,1,16.59,6.4,"9"
78,88,4,100,27.43,73,86,85,100,91,76,61,58,30,64,22.21,"9"
91,100,48,79,23,50,18,18,62,7.29,100,18,55,38,18.79,34,"6"
18.47,100,1,77,25,58,66,56,100,69,92,48,90,24,94,30.33,"4"
29,81,60,100,90,81,68,52,34,27,15.9,4,47,3.63,100,1,"2"
24.99,13,27,42,67,70,100,100,91,94,69,63,51,32,42,20.66,"1"
1,99,58,100,100,91,69,61,33,30,1,23.27,10.01,33,57,36,"7"
93,100,59,79,95,68,100,90,100,60,88,32,52,10,37.01,12.18,"9"
18.54,56,40,66,74,85,100,100,79,76,62,51,47,25,42,24.82,"1"
76,100,36,75,10,47,4.12,17,43,5.21,100,12,63,31,3,23,"6"
22,90,67,100,87,80,61,57,30,34,13.52,12,41,4.59,100,1,"2"
38,96,78,100,91,82,51,60,88,35,100,4,48,3.37,17.56,5,"3"
30,63,61,100,100,82,76,39,42,7.19,74,9,53,49,28.52,63,"8"
14.05,93,54,100,80,69,70,35,66,13.97,28,27,19,47,100,52,"7"
8,72,41,100,70,72,47,35,9,7,4.62,6,50,9,100,6.05,"2"
12.79,82,30,100,75,86,50,55,58,40,100,21,62,3.6,8,2,"3"
100,100,49,86,17,59,3.22,28,18,2.89,76,6,61,29,7,17,"6"
15,73,39,100,93,95,81,62,43,34,10.95,10,39,2.81,100,4,"2"
2,91,44,100,91,82,52,55,62,54,100,27,56,3,12.42,7.85,"3"
86,100,37,91,7,60,8.54,27,36,2.75,100,5,83,31,20,25,"6"
19,78,4.92,36,25,6.32,71,4,100,39,90,84,49,100,10,76,"0"
56,100,29,74,15.06,40,51,38,100,44,77,73,58,36,35,36.61,"4"
10,73,33,100,60,82,59,63,100,41,92,6,43,9.03,12.97,18,"3"
42.98,46.72,51,9,87,37,100,70,72,100,14,94,36,65,99,58,"9"
73,100,22.48,91,49,63,100,31,58,20.49,16,28,45,69,30,98,"8"
100,100,58,93,25,70,6,43,11.9,16,37,18.02,60,23,18,37,"6"
36,90,79,100,100,98,50,88,32,59,76,37,47,5,23.84,5.22,"5"
10.64,96,37,100,100,89,86,43,55,14.42,30,17.81,10,38,75,41,"7"
14,63,19,100,63,96,60,57,27,26,7.04,11.93,50,6,100,12,"2"
100,93,64,100,30,72,10,42,12,11,72,10.93,66,24,15.42,14,"6"
42,96,10,64,3.62,22,44,5.58,92,23,100,65,64,99,8,100,"0"
55,72,53,100,100,95,86,66,73,38,88,5,42,10.19,26.02,17,"3"
90,100,43,79,16.36,56,51,58,100,69,97,61,79,28,60,30.3,"4"
17.4,25,18,50,59,75,100,100,92,80,69,54,52,27,46,23.79,"1"
26,25,23,41,62,71,100,100,88,93,55,62,24,31,23.12,21.53,"1"
14.06,96,77,100,100,84,67,46,47,5,33,4.49,10,34,88,39,"7"
14.125,81,34,100,62,73,54,36,39,11.01,12,16,50,27,100,30,"7"
23,97,5.28,53,20,6,66,4.08,100,35,98,84,53,100,9,81,"0"
100,100,44,81,11,53,5.54,22,42,7.48,95,21,56,40,2,18,"6"
40,85,92,100,100,98,45,85,79,65,99,33,55,7,24.89,10.11,"5"
17,83,57,100,87,83,61,58,27,36,12.14,13,51,8,100,9.39,"2"
16,100,9,74,5.47,33,23,6.31,77,13,100,50,70,80,15,74,"0"
14.95,95,53,100,91,86,78,47,68,7,47,6.15,24,24,100,27,"7"
27.74,86,35,100,66,81,66,55,51,30,26,8,49,3.99,100,1,"2"
91,98,47,100,49,72,92,96,100,93,73,57,43,23,32.56,16.02,"9"
28.23,86,38,100,84,95,82,69,75,43,100,19,68,3.57,22,2,"3"
43,100,10,75,5.29,45,46,34,100,35,93,60,88,29,78,33.19,"4"
71,100,27,75,6,39,21,3,77,5.51,100,31,51,52,17.76,38,"6"
12,78,6.9,31,30,7.57,67,1,100,27,96,76,63,100,39,73,"0"
100,100,54,87,20,60,4,27,27,7.75,71,16,53,44,6.85,45,"6"
11.54,89,34,100,57,72,51,34,44,15.35,12,28,55,36,100,37,"7"
19,74,75,62,78,23,3,11.29,28,38,94,72,100,100,16.11,80,"8"
2,100,5,75,8.28,47,22,27,98,30,100,47,71,27,78,33.37,"4"
11.74,51,8,20,40,4.35,78,11,100,43,95,81,61,100,27,85,"0"
7,88,4.21,42,19,6.72,67,1,100,35,93,79,49,100,3,89,"0"
65,100,56,100,17,67,6.02,31,36,3.53,100,6,73,38,10,55,"6"
12.18,90,41,100,90,74,81,36,51,3.99,36,1,24,36,100,40,"7"
26,94,75,100,92,77,45,59,81,43,100,11,51,4.03,18.51,1,"3"
15,67,6.83,24,32,7.66,76,24,100,62,86,100,37,90,3,57,"0"
28.58,79,27,99,66,100,81,75,58,49,34,22,61,4,100,3.16,"2"
63,100,35,70,13.21,41,36,35,100,40,96,56,73,34,59,33.28,"4"
28,92,40,48,96,67,45,100,37,90,100,62,68,19,25.67,17.59,"9"
9,100,8.78,81,6.64,58,14,35,62,33,79,44,81,21,100,33.33,"4"
63,92,100,100,99,76,67,55,91,34,96,10,48,3.22,26.08,4,"3"
27,94,1,63,56,67,64,19,7.08,15.36,5.92,55,21,100,100,100,"5"
85,90,35,100,15,77,32,53,91,52,100,22,56,4.41,15.78,7,"5"
67,100,24,78,3.54,49,2.85,19,44,4.24666666666667,100,10,65,28,10,18,"6"
48,79,73,100,100,78,69,52,98,34,94,7,48,4.12,23.66,4,"3"
84,73,83,100,33,81,67,57,100,72,100,31,64,2,12.67,5.08,"9"
50,100,4,93,22,66,42,84,66,49,100,15,56,8.65,15.27,10,"9"
52,100,18,64,48,36,11,13.07,5.46,19,8,67,41,97,100,98,"5"
19,77,20,44,36,12.59,15,7,6.14,52,8,88,54,99,100,100,"5"
11.91,95,53,100,100,93,76,60,51,27,31,22.76,33,35,91,41,"7"
31.12,100,12,71,94,90,31,96,11,76,100,80,58,41,37,35.04,"9"
100,100,44,80,11,47,9.55,11,56,5.99,100,30,55,44,15.3,19,"6"
100,90,75,100,42,81,63,51,97,29,85,4,42,6.26,36.31,4,"5"
79,100,50,63,14.5,34,15,35,93,36,100,71,64,37,43,32.32,"4"
55,94,30,100,84,99,63,66,77,58,100,31,60,3,21.33,5.72,"3"
74,69,100,100,84,86,70,51,47,19,30.59,8.95333333333333,36,7,98,10,"1"
10,100,1,66,8.4,19,40,6.13,84,28,100,72,59,98,7,88,"0"
16.02,93,43,100,66,77,59,39,59,15.18,40,22,54,42,100,50,"7"
100,86,47,100,19.47,73,42,43,85,15,28,16.06,37,36,84,66,"8"
13,76,64,100,87,72,52,35,11,9.98,9.8,15,35,37,100,36,"7"
17.8,20,47,42,78,70,100,100,88,86,66,56,40,27,7,19.16,"1"
41,69,71,100,67,71,54,31,41,1,21.69,3.42,50,1,100,3,"1"
98,70,66,100,24.29,78,40,51,90,81,98,48,100,9,28,11.24,"9"
63,99,25,77,9.9,35,22,8.43,73,17,100,58,79,100,33,91,"0"
88,86,28,74,34,100,82,91,95,54,100,16,60,9.22,23.99,12,"9"
100,85,49,66,32.49,69,37,99,89,100,77,58,40,24,12,18.36,"9"
23,80,14,80,77,100,100,70,66,39,35.58,19,23,12,97,13.37,"2"
10,55,33,86,95,100,88,70,48,43,16.87,18,28,3.09,100,2,"2"
44,68,79,100,26,93,59,67,100,71,95,25,56,7.58,18.75,12,"9"
59,72,36,100,29.6733333333333,72,23,36,52,5.27,25.16,1,44,27,100,55,"8"
97,100,65,82,33,53,15,20,54,8.3,100,19,58,39,16.44,35,"6"
31,100,34,63,75,30,36,13.52,5.57,25,7,69,37,97,100,96,"5"
38,80,91,100,82,97,73,56,75,15,9,6.15,26.99,5.01,100,8,"1"
12.97,94,60,100,75,82,65,51,63,20,62,19.04,39,28,100,38,"7"
98,100,51,77,21,49,7,18,49,7.66,100,16,42,23,11.76,1,"6"
20.29,66,20,100,56,88,44,47,14,15,13,13.29,56,5,100,11,"2"
72,100,32,76,5,47,3.72,15,47,4.85666666666667,100,12,59,24,3,17,"6"
40,80,63,100,100,91,84,67,52,46,18,28,26.16,6,47,5.12,"2"
5,68,23,100,63,78,55,32,14,4,6.13,15,50,10,100,7.26,"2"
14,81,7.11,40,19,1,65,5.76,99,30,100,73,65,100,24,81,"0"
52,100,21.12,98,27,78,41,82,67,48,100,16,63,7.56,3,10,"9"
28,81,59,100,100,94,78,68,51,44,83,25,44,8,18.67,12.33,"3"
28.85,9,42,38,73,69,100,100,88,94,73,63,73,31,81,20.59,"1"
23.94,100,47,86,100,79,68,52,42,23,30,22.23,66,25,82,40,"7"
11,83,41,100,47,67,25,35,8,14.41,8.83,31,49,32,100,31,"7"
35,90,24,61,100,100,12,84,17.73,29,49,41.4,96,57,7,28,"8"
100,89,60,100,53,63,92,81,100,54,92,11,44,10.12,34.71,13,"9"
11.53,93,41,100,78,79,66,40,60,13.95,100,14,76,32,26,35,"7"
31,100,5,81,7.21,59,27,41,72,41,100,43,81,22,69,32.13,"4"
20,70,39,100,100,88,67,44,30,1,64,5.91,22,41,28.83,85,"8"
3,74,33,100,81,92,51,64,85,47,100,16,53,3.47,14.98,9,"3"
100,100,63,79,35,57,12,34,4,9,44,11.39,60,21,16.4,20,"6"
38,100,4,73,7.96,29,33,2.65,78,3,100,39,85,79,44,98,"0"
25,72,15,31,47,4.7,93,8,100,50,73,87,28,100,11.38,68,"0"
10,60,31,100,61,82,37,36,2,5.95,4.99,3.91,50,2,100,3,"2"
92,100,46,82,8,48,8.82,11,70,5.05,100,32,26,32,14,2,"6"
52,98,69,67,78,28,13,13.63,15.46,26,54,58,100,93,54,100,"8"
16,89,43,100,86,89,56,61,79,33,100,5,49,6.7,6.31,11,"3"
29,74,1,49,9.1,2,51,6.04,93,30,100,76,55,100,6,84,"0"
17,80,48,100,70,77,56,54,100,45,91,13,48,3.49,12.71,6,"3"
100,100,62,89,28,64,1,34,11.758,4.13,43,2,45,32,5,23,"6"
40,94,6.79,66,5,23,55,5.03,98,26,100,70,62,100,6,84,"0"
14,78,44,100,63,79,41,52,13,29,6.09,2,50,4.27,100,8,"2"
100,100,96,97,93,80,82,63,71,46,46,30,25,14,41.91,18.73,"1"
27,85,4,57,60,58,65,18,1,15.18,5.21,50,24,95,100,100,"5"
88,64,93,100,41,87,48,61,100,70,90,31,55,4.07,20.91,4,"9"
65,89,61,100,16,73,14.75,47,65,40,100,59,61,30,28,34.88,"4"
100,71,41,62,16.34,83,52,100,98,80,92,49,67,19,19,14.94,"9"
65,100,19,69,22,53,95,56,100,72,48,94,26,46,18.73,38.97,"4"
20.94,83,43,100,89,85,75,57,42,32,14.18,11,35,2.67,100,3.37,"2"
66,100,43,66,16.59,37,33,39,100,42,78,68,51,35,39,35.05,"4"
7,66,43,92,42,100,43,58,55,17,17.38,3.54,22,2.9,100,1,"1"
60,90,43,68,52,22,21,11.81,14.98,39,52,66,100,95,38,100,"8"
18.37,38,36,54,68,78,100,100,78,75,59,50,44,25,34,25.97,"1"
100,100,64,96,55,68,88,92,86,66,76,28,42,1,33.38,5.36,"9"
60,81,12,100,15.81,70,28,34,28,16.39,12,33,52,64,100,91,"8"
14.75,95,44,100,74,82,65,41,57,9.17,42,11,55,31,100,32,"7"
46,99,7,100,37,80,56,97,90,64,100,24,57,4.7,15.6,6,"9"
49,84,49,62,48,22,7,10.21,7.24,30,9,72,53,90,100,100,"5"
47,72,69,100,100,83,83,46,47,17,32.8,6.5,40,7,94,4,"2"
13.07,90,42,100,69,78,62,39,56,3.89,31,3,42,29,100,34,"7"
12,87,58,100,77,74,43,45,5,20,7.11,3,55,1,100,2.7,"2"
57,56,37,92,88,100,94,63,51,34,24.53,12,41,4,100,4.89,"2"
22.64,52,38,60,72,78,100,100,96,81,84,54,74,27,73,20.2,"1"
80,80,31,75,43,100,75,75,89,39,100,4,53,5.2,30.3,3,"9"
7,60,100,79,76,100,24,71,80,36,84,19.645,54.14,14,47,50,"8"
30,96,31,62,60,26,24,11.89,8,35,9.27,76,35,100,100,100,"5"
3,70,21.5,58,57,80,100,100,84,75,81,50,81,25,97,19.65,"1"
5,68,22,100,47,75,35,35,8,1,5.07,2,50,4,100,4.26,"2"
22,79,30,53,54,24,32,10.32,13,42,12.53,86,49,96,100,100,"5"
31,81,49,43,38,7,5.24,7.77,5,42,25,73,62,90,100,100,"5"
27,84,20,51,38,11,7.16,9.95,2,47,9,93,54,100,100,99,"5"
83,85,17,98,37,57,94,19,38,15.44,24.08,38,65,71,100,100,"8"
44,90,18.06,79,79,43,95,6.13,13,10,50,55,100,98,19,100,"8"
13.37,88,37,100,85,90,63,46,48,12.91,27,18,45,37,100,38,"7"
18.89,91,32,100,49,77,39,50,21,25,20,5,60,3,100,3.79,"2"
53,91,19,73,8.72,30,23,9.03,67,14,100,46,90,86,48,100,"0"
50,100,7,82,6.81,54,57,42,100,57,74,55,48,28,39,34.5,"4"
13.59,92,39,100,100,99,78,65,44,32,9,23.14,4,24,56,34,"7"
27,76,62,100,84,76,66,41,37,11,13.39,3,50,1,100,2.9,"2"
17.28,96,41,100,86,89,99,57,95,23,87,22.52,64,30,100,44,"7"
13,89,54,100,100,97,90,72,68,48,73,21,44,1,18.77,5.58,"3"
11.71,87,47,100,96,94,100,57,77,22,49,20.66,26,29,76,37,"7"
12,75,3,59,67,25,20,11.18,27,36,95,68,100,100,23,95,"8"
34,62,51,96,55,56,50,13,11.36,17.82,6,56,38,100,100,90,"5"
6,90,3.91,45,21,4.06,72,6.51,100,41,86,88,37,100,9,59,"0"
46,97,90,97,55,68,66,100,100,60,97,9,40,18.31,35.96,34,"9"
57,91,22,70,8.23,24,37,6.08,81,21,100,67,69,100,30,73,"0"
16,94,14.02,60,53,50,47,7.23,17,11,13,70,46,100,100,96,"5"
30,100,23,69,66,33,59,15.7,19,27,12.94,67,8,100,100,97,"5"
44,73,81,100,65,66,54,24,28,6.78,23.64,6,50,8,100,9,"1"
14.24,96,58,100,76,75,51,38,34,6.55,16.03,8,34,26,100,28,"7"
12,88,53,100,100,94,68,69,80,39,95,10,51,2.98,11.03,6,"3"
16.47,78,54,100,100,81,78,43,49,8,35,9.29,32,38,95,49,"7"
62,100,30.91,57,94,71,34,93,26,47,13,44.02,100,37,8,39,"8"
18.4,86,27,100,46,77,43,45,31,16,34,3.92,66,1,100,2,"2"
15,92,20.27,96,38,47,79,7.06,4,8,46,58,100,100,12,86,"8"
43,81,72,100,100,78,77,49,41,25,27.46,5,39,3.91,93,2,"2"
19.39,78,38,100,100,96,93,69,57,45,15,21,18,3,85,3.3,"2"
53,100,30,67,59,35,24,12.02,6,30,6.54,75,41,99,100,98,"5"
5,64,30,83,100,100,75,80,50,60,25,40,19.09,20,5,21.93,"1"
21.7,45,17,4,55,7.62,89,24,100,70,72,100,36,83,18,39,"0"
69,100,39,63,14.8,29,35,35,100,34,98,65,79,41,73,35.87,"4"
32,64,50,100,52,92,42,53,38,14,18.49,4.75,50,3.11,100,5,"1"
26,99,10.26,55,61,48,76,14,7,12.51,4,44,27,87,100,100,"5"
16.9,83,37,99,81,100,100,74,84,36,65,19.04,33,8,55,27,"7"
92,100,54,84,66,70,100,88,85,64,68,39,39,18,34.26,18.86,"9"
100,100,21,86,64,41,71,12.56,13,23,73,66,74,100,19.69,70,"8"
16,72,40,100,94,95,84,64,47,37,11.4,14,31,1,100,3.15,"2"
46,100,9,78,3.43,51,4,24,37,4.17666666666667,100,7,67,24,22,6,"6"
16.64,93,43,100,70,72,68,34,56,15.07,31,32,52,48,100,53,"7"
12,96,75,100,100,69,74,35,47,9.5,23,13,20.18,43,98,44,"7"
31,90,63,100,100,76,75,36,56,21.35,96,34,61,43,32.03,45,"7"
68,55,98,94,35,100,24.08,65,75,80,100,61,76,20,6,17.59,"9"
26.4,68,45,75,80,95,100,100,98,75,96,50,92,25,88,22.41,"1"
14,76,50,100,100,95,71,64,59,52,83,20,42,11.36,8.93,18,"3"
100,82,67,100,38,79,69,66,90,61,73,30,43,6,21.73,6.62,"9"
8,68,34,37,40,6.81,8,5.7,5.96,43,24,72,61,87,100,100,"5"
34,100,90,97,100,73,64,45,34,15,15,17.86,17.36,32,57,30,"7"
18,100,13,78,6.14,46,57,37,100,50,85,66,83,33,84,33.42,"4"
81,76,15,100,24.21,65,100,33,65,21.48,10,28,90,64,73,94,"8"
12.13,83,63,100,100,82,84,52,58,23,23,19.5,12.41,29,76,33,"7"
88,82,44,100,49,68,100,84,93,63,98,23,57,9.68,24.9,12,"9"
15,74,23,100,72,92,53,60,75,45,100,18,55,4,9.18,1,"3"
22.51,61,39,79,74,99,100,100,85,75,65,49,44,24,24,20.76,"1"
18,100,16,90,5.98,63,28,44,88,52,100,53,89,27,88,31.94,"4"
23.64,28,35,51,67,75,100,100,96,81,77,54,58,27,46,21.63,"1"
100,91,41,100,21.08,74,48,57,93,81,88,65,74,32,57,20.64,"9"
17,91,24,72,59,40,29,11.72,5,33,4,90,49,96,100,100,"5"
100,100,62,90,31,61,12,28,33,7.26,78,13,44,27,16.06,10,"6"
14,73,60,100,100,93,74,55,38,20,18.24,19.78,2,35,63,28,"7"
20,100,5,78,17.09,55,64,63,100,83,81,55,61,25,45,32.4,"4"
7,78,33,96,89,100,100,80,64,60,74,36,46,14,17.27,21.6,"3"
1,92,16.35,63,36,33,14,13.29,3,37,5,81,50,96,100,100,"5"
72,100,26,94,5.97,62,6.66,28,38,4.13,100,4,67,24,21,1,"6"
30,88,76,100,100,77,62,50,53,36,94,17,51,4.23,23.08,3,"3"
16,85,45,100,96,93,85,66,88,40,100,15,52,4,8.91,4.13,"3"
79,100,31,77,15.23,51,68,43,100,68,76,53,41,27,14,31.74,"4"
38,100,23,84,6,59,7.32,35,45,21,100,35,85,24,98,33.73,"4"
22.43,51,27,72,61,85,95,100,100,91,82,61,67,30,72,18.86,"1"
11.51,96,55,100,100,84,96,52,74,21,52,19.45,19,27,67,39,"7"
100,100,56,80,26,55,1,27,11,3.53,69,4,50,19,8.27,14,"6"
45,100,53,65,100,98,22,98,45,71,85,69,81,13,27.12,19.26,"9"
100,90,60,100,36,66,54,29,34,15.63,33.34,19,37,48,79,74,"8"
15.29,82,36,100,77,84,78,43,73,3,50,5.66,48,26,100,32,"7"
16.32,93,44,100,90,91,76,48,64,4,49,4.81,52,30,100,29,"7"
32,100,6,77,5.98,33,30,2.57,81,6,100,44,76,82,26,88,"0"
72,100,51,87,19.15,56,66,48,100,62,75,84,47,42,19,37.86,"4"
32,92,21,49,32,4,79,6.73,100,41,81,82,33,100,14.71,66,"0"
19.19,94,48,98,96,100,98,68,84,32,68,24.14,52,30,100,30,"7"
28.42,88,34,100,92,97,74,72,62,46,100,24,89,3,31,4.8,"3"
